,Parent Category,Category,INDC Sector,INDC technology,Unconditional Target,Technology Needs,More information on INDC technology,TNA / TAP technology prioritised,More information of on TNA / TAP Technology,Actions / project ideas,Country,Valid?
1887,ADAPTATION,Agriculture,Increasing crop resilience and productivity,PEST AND INSECT CONTROL,0,0,0,Integrated pest management - 9 ,0,0,Malawi,1
1888,ADAPTATION,Agriculture,Cropland,RICE CULTIVATION - INTENSIFICATION SYSTEMS,0,0,0,Systems of Rice Intensification - 10,0,0,Malawi,1
1889,ADAPTATION,Water,Water augmentation (increasing capture and storage of surface runoff),RAINWATER HARVESTING,0,0,0,Rainwater Harvesting - 1,0,0,Malawi,1
1890,ADAPTATION,Water,Riverine flood protection,UNDEFINED,0,0,0,Integrated river basin management - 2; Integrated flood management - 3,0,0,Malawi,1
1891,ADAPTATION,Water,Water efficiency and demand management,MULTI-PURPOSE DAMS,0,0,0,Construction of multipurpose dams - 5,0,0,Malawi,1
1892,ADAPTATION,Water,Integrated planning,GROUNDWATER EXTRACTION AND MONITORING,0,0,0,Groundwater abstraction – water borehole drills - 7,0,0,Malawi,1
1893,ADAPTATION,Water,Alternative water sources,WATER RECYCLING AND RECLAMATION,0,0,0,Wasterwater Recycling - 8,0,0,Malawi,1
1894,ADAPTATION,Water,Water efficiency and demand management,LEAKAGE MANAGEMENT IN PIPED SYSTEMS,0,0,0,"Leakage management, detection and repair in piped water systems - 9",0,0,Malawi,1
1895,ADAPTATION,Water,Water efficiency and demand management,UNDEFINED,0,0,0,Water efficient fixtures and appliances - 10,0,0,Malawi,1
1896,ADAPTATION,Agriculture and Forestry,Terrestrial ecosystems management,WETLAND RESTORATION AND REHABILITATION,0,0,0,Wetland protection and restoration - 4,0,0,Malawi,1
1897,ADAPTATION,Coastal Zones,Protection (soft engineering),DUNE CONSTRUCTION & STABILISATION,0,0,0,Construction of sand dunes - 6,0,0,Malawi,1
1898,MITIGATION,Renewable energy,Renewable energy infrastructure,GRID INTEGRATION FOR RENEWABLES *,0,"26% reduction of emissions in 2030 (under a BAU) in a conditional manner, in the context of sustainable development, supported and enabled by availability of financial resources, technology transfer and capacity building.","Increase of electricity production by renewable energy (RE) with storage and grid stabilization. Efforts will be made to increase the installed the RE share to 15% of the energy mix, which includes the public and private sector",0,0,0,Maldives,1
1899,MITIGATION,Renewable energy,Bioenergy,ENERGY SUPPLY FROM WASTE,0,0,Waste to energy. The planned installation of 8 MW in Thilafushi and 1.5 MW in Addu City will be completed. These systems will be optimized for grid connection and electricity production,0,0,0,Maldives,1
1900,MITIGATION,Renewable energy,Bioenergy,ENERGY SUPPLY FROM WASTE,0,0,Waste to energy. The planned installation of 8 MW in Thilafushi and 1.5 MW in Addu City will be completed. These systems will be optimized for grid connection and electricity production,0,0,0,Maldives,1
1901,MITIGATION,Energy efficiency,Buildings,SUSTAINABLE SPATIAL PLANNING,0,0,Increase resiliency through better spatial planning and increased connectivity between the islands.,0,0,0,Maldives,1
1902,MITIGATION,Energy efficiency,Appliances and Equipment,LPG AND LNG FOR HOUSEHOLD AND COMMERCIAL COOKING,0,0,Use of Liquefied Natural Gas (LNG) for electricity generation within greater Malé region. The diesel used for power production could be replaced with LNG for the greater Malé region with the proposed LNG plant in Thilafushi and the interconnectivity bridge.,0,0,0,Maldives,1
1903,MITIGATION,Transport,Vehicle and fuel technologies,HYBRID ELECTRIC VEHICLES *,0,0,Establishment of vehicle/vessels emissions standard and establishment of efficient transport management system and promotion of hybrid-vehicles.,0,0,0,Maldives,1
1904,ADAPTATION,Water,Integrated planning,INTEGRATED WATER RESOURCES MANAGEMENT,0,0,Implementation of cost-effective Integrated Water Resource Management (IWRM) systems to cater for the water needs of the entire population to reduce the risk of water shortages during dry seasons.,0,0,0,Maldives,1
1905,ADAPTATION,Water,Water allocation,WATER REALLOCATION,0,0,"Enhance decentralized water security and safety plans to be implemented in all islands, considering the nuanced differences of the available water resources and minimize the detrimental impacts on the water resources.",0,0,0,Maldives,1
1906,ADAPTATION,Coastal Zones,Protection (hard engineering),STORM SURGE BARRIERS AND CLOSURE DAMS,0,0,Integrate stormwater management into infrastructure development projects.,0,0,0,Maldives,1
1907,ADAPTATION,Coastal Zones,Protection (hard engineering),COASTAL INFRASTRUCTURE REHABILITATION,0,0,"Continue to facilitate investments in coastal protection of inhabited islands, industrial islands and resorts.",0,0,0,Maldives,1
1908,ADAPTATION,Coastal Zones,Acommodation,COASTAL ZONING,0,0,Promote use of evidence-based decision making on coastal adaptation planning and management of coastal zones.,0,0,0,Maldives,1
1909,ADAPTATION,Coastal Zones,Integration coastal zone management,RESTORATION AND PROTECTION OF CORAL REEFS,0,0,Facilitate research to address knowledge gaps and climate change impacts on coral reefs and marine ecosystems in order to promote sustainable and resilience-based management of coral reefs and marine ecosystems.,0,0,0,Maldives,1
1910,ADAPTATION,Coastal Zones,0,COASTAL MONITORING,0,0,"Strengthen existing coral reef monitoring program by engaging partners and stakeholders and developing tools (such as remote sensing, projections) for predicting, measuring and monitoring effects of climate variabilities and changes on reefs, marine ecosystems and vulnerable species.",0,0,0,Maldives,1
1911,ADAPTATION,Coastal Zones,Protection (soft engineering),MANGROVE CONSERVATION AND REHABILITATION,0,0,Strengthen efforts to conserve and restore mangrove ecosystems considering its numerous services and benefits to people and nature including livelihood of communities and its role as natural buffers or barriers for flood mitigation.,0,0,0,Maldives,1
1912,ADAPTATION,Cross-sectoral Enablers and Approaches,Communication and Awareness,CLIMATE CHANGE AWARENESS CAMPAIGNS,0,0,"Improve the overall understanding of impacts from climate change on the natural water resources based on the latest science and implement policies, standards, regulations to pre- emptively protect the natural water resources from future impacts.",0,0,0,Maldives,1
1913,ADAPTATION,Cross-sectoral Enablers and Approaches,Governance and Planning,NATIONAL ADAPTATION PROGRAMMES OF ACTION,0,0,"Strengthen policies, programmes and campaigns to increase the efficiency of water use to reduce human pressure on the existing water resources.",0,0,0,Maldives,1
1914,ADAPTATION,Cross-sectoral Enablers and Approaches,Economics and financial decisionmaking,CLIMATE FINANCING,0,0,Facilitate mobilization of financing to reduce exposure of communities to coastal hazards.,0,0,0,Maldives,1
1916,ADAPTATION,Cross-sectoral Enablers and Approaches,Governance and Planning,NATIONAL BIODIVERSITY STRATEGIES AND ACTION PLAN,0,0,"Strengthen national conservation programs considering different categories of protection, local and community management, ecosystem-based approach to contribute to the conservation of marine and coastal biodiversity and increase their resilience to climate change impacts while taking the livelihoods of the resource users into account.",0,0,0,Maldives,1
1918,ADAPTATION,Cross-sectoral Enablers and Approaches,Economics and financial decision making,CLIMATE INSURANCE *,0,0,0,0,0,0,Maldives,1
1919,ADAPTATION,Cross-sectoral Enablers and Approaches,Communication and Awareness,EARLY WARNING AND FORECASTING SYSTEMS,0,0,Continue strengthening and expansion of the meteorological network and early warning systems to cover the entire archipelago.,0,0,0,Maldives,1
1921,ADAPTATION,Cross-sectoral Enablers and Approaches,Economics and financial decisionmaking,MICROFINANCE,0,0,"Facilitate and enhance access to finance via available national funds and other mechanisms including access to micro-credit, grants etc., to increase farmer’s capacity to enhance food security and to increase investments on production systems.",0,0,0,Maldives,1
1922,ADAPTATION,Marine and fisheries,Marine monitoring,MARINE MONITORING,0,0,Enhance diversification of the fisheries sector including promotion of multi-functionality to respond to the emerging challenges and uncertainties due to climate variabilities and extreme events while protecting the health and sustainability of the marine resources and ecosystems.,0,0,0,Maldives,1
1924,ADAPTATION,Early Warning and Environmental Assesment,Hazard mapping,SEASONAL TO INTERANNUAL WEATHER FORECAST,0,0,Improve the climate and weather forecasting tools for decision making.,0,0,0,Maldives,1
1925,ADAPTATION,Early Warning and Environmental Assesment,Early warning systems & forecasting,EARLY WARNING SYSTEMS COMMUNICATION,0,0,Strengthen the early warning systems and risk management tools.,0,0,0,Maldives,1
1926,ADAPTATION,Agriculture and Forestry,"Seed, grain & food storage",FOOD BANKS AND DISTRIBUTION OF FOOD SURPLUS,0,0,Scale-up investments in building public food reserves and stocks and expanding regional distribution mechanisms across the country as an adaptive measure to increase accessibility and availability to reduce risks of food shortages during extreme events and market irregularities.,0,0,0,Maldives,1
1927,ADAPTATION,Agriculture and Forestry,Increasing crop resilience and productivity,PEST AND INSECT CONTROL,0,0,Enhance capacity to implement climate smart and Integrated Pest Management (IPM) strategies and practices towards reducing pest damages and pest induced crop losses to increase resilience on crop yields and food security. ,0,0,0,Maldives,1
1928,ADAPTATION,Infrastructure and Urban planning,Building construction,BUILDING CONSTRUCTION,0,0,"Enhancing the resilience and climate proofing of critical infrastructure such as airports, ports, powerhouses and other utilities etc.",0,0,0,Maldives,1
1929,ADAPTATION,Infrastructure and Urban planning,Building codes,BUILDING CODES,0,0,Enhancing the National Building Code to incorporate climate resilience including coastal infrastructure.,0,0,0,Maldives,1
1930,ADAPTATION,Infrastructure and Urban planning,Grid resiliency,GRID RESILIENCY,0,0,Increase supply and demand side efficiency. Increase of efficiency of generators and upgrading the grids to minimize grid loss would be essential.  Reducing grid loss to at least 5% is required. ,0,0,0,Maldives,1
1931,ADAPTATION,Human Health,Vector-borne diseases,VECTOR-BORNE DISEASE PREVENTION,0,0,Enhance the institutional and human capacity to implement the existing vector surveillance programs covering all islands to address the emergence and re-emergence of such diseases and in implementing adequate food safety measures.,0,0,0,Maldives,1
1932,ADAPTATION,Human Health,Advanced IT systems in the health sector,DISEASE SURVEILLANCE SYSTEMS,0,0,Enhance public health advocacy and awareness activities to reduce vector borne and other non- communicable diseases including those driven by heat stress and poor air quality.,0,0,0,Maldives,1
1933,ADAPTATION,Human Health,Public health services,EDUCATION OF HEALTH PERSONNEL,0,0,"Promote research to understand the nexus between climate change and health such as its impacts on vector borne diseases, mental health and air quality.",0,0,0,Maldives,1
1934,MITIGATION,Renewable Energy,Solar,UNDEFINED,Photovoltaic energy,"580 million over 5 years, 1.16 billion USD for conditional needs; generate > 100 MW renewable energy or 10% of all energy in the mix ",0,0,0,0,Mali,1
1935,MITIGATION,Renewable Energy,Wind power,UNDEFINED,Wind turbines,0,0,0,0,0,Mali,1
1936,MITIGATION,Renewable Energy,Biomass,UNDEFINED,Biomass,0,0,0,0,0,Mali,1
1937,MITIGATION,Renewable Energy,Small Hydropower,UNDEFINED,Hydroelectricity,0,0,0,0,0,Mali,1
1939,MITIGATION,Agriculture,Rainwater collection and storage program,UNDEFINED,Rainwater collection and storage program,0,0,0,0,0,Mali,1
1940,MITIGATION,Agriculture,Intensive Rice Cultivation System,UNDEFINED,Intensive Rice Cultivation System,0,0,0,0,0,Mali,1
1941,MITIGATION,Agriculture,Irrigated rice,UNDEFINED,Irrigated rice,0,0,0,0,0,Mali,1
1942,MITIGATION,Agriculture,Organic fertilizer,UNDEFINED,Organic fertilizer,$3.09 billion USD for unconditional attenuation; $20.6 billion USD for conditional mitigation scenario,0,0,0,0,Mali,1
1947,ADAPTATION,Agriculture and forestry/land use,0,REFORESTATION,0,Planting fruit trees to develop canopy cover,0,0,0,0,Mali,1
1948,ADAPTATION,Water Resources Management,Rainwater colllection and storage,UNDEFINED,Rainwater collection and storage,0,0,0,0,0,Mali,1
1978,MITIGATION,Industry,Manufacturing industry,ENGINE EFFICIENCY,0,0,"Evaluate the best time to upgrade diesel engines to fast start technology and how to use this to expand renewable usage. Increase priority for this equipment. If coconut usage will be high over the long term, see comments below.",0,0,0,Marshall Islands ,1
1979,MITIGATION,Renewable energy,Solar,SOLAR PV,0,0,Evaluate the feasibility of increasing solar penetration on Majuro (which is likely possible if automated SCADA and dispatch best practices are implemented,0,0,0,Marshall Islands ,1
1980,MITIGATION,Renewable energy,0,CONCENTRATED SOLAR POWER,0,0,0,0,0,0,Marshall Islands ,1
1981,MITIGATION,Renewable energy,Wind,ON-SHORE WIND,0,0,"To eliminate transmission costs, a wind plant will need to be located as close to the current MEC electricity plant as possible. Put up a wind tower to measure wind speeds",0,0,0,Marshall Islands ,1
1982,MITIGATION,Renewable energy,Bioenergy,ENERGY SUPPLY FROM WASTE,0,It will be critical that fast-starting diesel technology be compatible with coconut oil blends.,"With coconut oil viscosity higher than diesel, it should be feasible to use the waste heat from the current diesel engines to pre-heat the coconut oil to allow much higher blend rates. Continue current studies and see if this is feasible in a laboratory.",0,0,0,Marshall Islands ,1
1983,MITIGATION,Energy efficiency,Energy storage,BATTERIES,0,0,"Vehicle to grid battery capacity appears to be the most economic, but other utility battery storage vendors are starting to offer products. Examine costs, land requirements, and maintenance / salt corrosion for utility scale battery storage, to determine whether/which non- vehicle to grid technology RMI should pilot.",0,0,0,Marshall Islands ,1
1984,MITIGATION,Energy efficiency,Energy storage,PHASE CHANGE MATERIALS FOR THERMAL ENERGY STORAGE,0,0,Examine which thermal storage technologies are technically and economically feasible in RMI.,0,0,0,Marshall Islands ,1
1985,MITIGATION,Energy efficiency,Appliances and equipment,EFFICIENT AIR CONDITIONING SYSTEMS,0,0,"Assess Majuro's and Ebeye's air conditioning infrastructure, identifying the equipment's condition and type, to verify if shifting to seawater source heat pumps, and/or water-cooling towers, is viable, and what efficiency gains are reasonable. (As was done for the infrastructure report, RMI may be able to recruit military base personnel to provide technical expertise.)",0,0,0,Marshall Islands ,1
1986,MITIGATION,Energy efficiency,Buildings,BUILDING STANDARDS AND CODES,0,Launch a building insulation retrofit program,Assess RMI buildings' insulation levels,0,0,0,Marshall Islands ,1
1987,MITIGATION,Energy efficiency,Appliances and equipment,IMPROVED COOK STOVES,0,0,"Similar to above infrastructure studies, examine cooking equipment used in RMI and their efficiency to determine actions needed relative to kerosene to LPG and other fuel switching.",0,0,0,Marshall Islands ,1
